Input File: reformatted-data/train/hibachi-res_BernoulliNB_DecisionTreeClassifier-s31228_0.102.txt
Computation options used: -p 999 -r 1416496701 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X1                 X6                 X8                 27.781     0.084
X2                 X4                 X5                 21.209     0.532
X2                 X3                 X8                 18.687     0.828
X1                 X4                 X6                 17.398     0.926
X3                 X5                 X7                 16.438     0.964
X2                 X4                 X9                 16.085     0.969
X5                 X6                 X8                 15.872     0.974
X3                 X6                 X9                 15.773     0.976
X2                 X5                 X6                 15.209     0.989
X3                 X4                 X9                 15.181     0.989
X4                 X7                 X8                 15.068     0.989
X1                 X3                 X8                 15.030     0.989
X1                 X2                 X6                 14.922     0.99
X1                 X4                 X9                 14.783     0.992
X6                 X7                 X8                 14.635     0.993
X1                 X6                 X9                 14.623     0.993
X1                 X2                 X8                 14.385     0.995
X1                 X6                 X7                 13.771     0.999
X4                 X7                 X9                 13.667     0.999
X6                 X7                 X9                 13.419     1
X2                 X4                 X6                 13.127     1
X2                 X7                 X8                 12.700     1
X2                 X6                 X9                 12.601     1
X4                 X8                 X9                 12.111     1
X4                 X6                 X8                 12.089     1
X4                 X5                 X7                 11.945     1
X0                 X2                 X3                 11.897     1
X0                 X5                 X6                 11.876     1
X1                 X5                 X6                 11.506     1
X0                 X1                 X6                 11.134     1
X0                 X2                 X6                 10.916     1
X1                 X2                 X4                 10.854     1
X3                 X6                 X8                 10.852     1
X0                 X2                 X8                 10.849     1
X4                 X5                 X8                 10.828     1
X3                 X7                 X9                 10.458     1
X1                 X2                 X3                 10.400     1
X2                 X5                 X8                 10.388     1
X4                 X6                 X9                 10.107     1
X1                 X3                 X6                 10.095     1
X4                 X5                 X9                 10.079     1
X0                 X3                 X5                 10.070     1
X5                 X6                 X7                  9.575     1
X1                 X8                 X9                  9.499     1
X3                 X8                 X9                  9.464     1
X7                 X8                 X9                  8.982     1
X2                 X4                 X8                  8.510     1
X0                 X1                 X8                  8.325     1
X2                 X4                 X7                  8.262     1
X2                 X3                 X7                  8.200     1
X5                 X6                 X9                  8.048     1
X1                 X4                 X8                  7.976     1
X3                 X5                 X8                  7.961     1
X1                 X5                 X8                  7.700     1
X0                 X6                 X9                  7.681     1
X2                 X8                 X9                  7.672     1
X0                 X4                 X5                  7.537     1
X0                 X6                 X8                  7.483     1
X3                 X4                 X6                  7.300     1
X2                 X7                 X9                  7.296     1
X2                 X3                 X6                  7.259     1
X5                 X7                 X9                  7.134     1
X0                 X5                 X7                  7.028     1
X3                 X4                 X8                  6.956     1
X4                 X6                 X7                  6.955     1
X1                 X7                 X9                  6.873     1
X0                 X4                 X6                  6.786     1
X1                 X4                 X5                  6.741     1
X2                 X3                 X5                  6.512     1
X1                 X2                 X5                  6.484     1
X0                 X5                 X8                  6.477     1
X3                 X7                 X8                  6.430     1
X0                 X3                 X9                  6.423     1
X2                 X3                 X4                  6.374     1
X2                 X6                 X8                  6.318     1
X1                 X2                 X9                  6.231     1
X3                 X4                 X5                  6.002     1
X0                 X6                 X7                  5.832     1
X0                 X1                 X3                  5.598     1
X0                 X3                 X6                  5.581     1
X4                 X5                 X6                  5.538     1
X2                 X5                 X7                  5.314     1
X1                 X3                 X4                  5.303     1
X0                 X1                 X2                  4.965     1
X1                 X5                 X9                  4.801     1
X6                 X8                 X9                  4.801     1
X0                 X4                 X9                  4.605     1
X1                 X3                 X7                  4.555     1
X0                 X3                 X4                  4.519     1
X1                 X3                 X9                  4.458     1
X0                 X2                 X5                  4.44      1
X3                 X5                 X9                  4.314     1
X5                 X7                 X8                  4.101     1
X1                 X2                 X7                  4.087     1
X3                 X5                 X6                  4.030     1
X0                 X1                 X4                  3.998     1
X2                 X3                 X9                  3.919     1
X0                 X4                 X7                  3.856     1
X3                 X4                 X7                  3.791     1
X1                 X7                 X8                  3.768     1
X2                 X5                 X9                  3.622     1
X0                 X5                 X9                  3.478     1
X5                 X8                 X9                  3.373     1
X0                 X2                 X4                  3.355     1
X0                 X3                 X8                  3.320     1
X0                 X7                 X8                  3.292     1
X0                 X7                 X9                  3.235     1
X0                 X4                 X8                  3.074     1
X0                 X3                 X7                  3.053     1
X2                 X6                 X7                  2.906     1
X1                 X4                 X7                  2.864     1
X0                 X2                 X7                  2.847     1
X1                 X5                 X7                  2.836     1
X3                 X6                 X7                  2.831     1
X0                 X1                 X9                  2.770     1
X0                 X1                 X7                  0         1
X0                 X1                 X5                  0         1
X0                 X2                 X9                  0         1
X0                 X8                 X9                  0         1
X1                 X3                 X5                  0         1
