Input File: reformatted-data/train/hibachi-res_KNeighborsClassifier_BernoulliNB-s13719_0.552.txt
Computation options used: -p 999 -r 1449085474 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X3                 X6                 X7                 24.556     0.209
X3                 X7                 X8                 22.088     0.427
X3                 X4                 X6                 18.543     0.839
X2                 X3                 X6                 16.505     0.959
X0                 X3                 X6                 14.995     0.986
X3                 X7                 X9                 14.198     0.998
X0                 X5                 X6                 13.973     0.998
X2                 X3                 X7                 13.262     1
X3                 X6                 X8                 12.870     1
X2                 X4                 X8                 12.867     1
X0                 X6                 X9                 12.179     1
X5                 X7                 X8                 12.031     1
X2                 X3                 X5                 12.014     1
X6                 X7                 X8                 11.998     1
X3                 X5                 X7                 11.639     1
X2                 X5                 X7                 11.511     1
X1                 X3                 X7                 11.023     1
X0                 X2                 X6                 10.651     1
X1                 X3                 X6                 10.465     1
X6                 X7                 X9                 10.408     1
X2                 X5                 X9                 10.267     1
X3                 X4                 X8                 10.107     1
X0                 X4                 X6                  9.938     1
X1                 X3                 X5                  9.915     1
X1                 X5                 X9                  9.024     1
X1                 X8                 X9                  8.993     1
X3                 X4                 X5                  8.895     1
X0                 X7                 X8                  8.888     1
X0                 X3                 X4                  8.770     1
X2                 X5                 X6                  8.169     1
X0                 X6                 X7                  8.124     1
X0                 X5                 X9                  8.049     1
X2                 X3                 X9                  8.038     1
X1                 X3                 X9                  7.963     1
X2                 X4                 X9                  7.572     1
X1                 X4                 X6                  7.560     1
X0                 X3                 X7                  7.302     1
X5                 X8                 X9                  7.278     1
X4                 X6                 X7                  7.140     1
X4                 X6                 X9                  7.036     1
X0                 X6                 X8                  6.796     1
X4                 X6                 X8                  6.770     1
X3                 X4                 X9                  6.755     1
X5                 X7                 X9                  6.725     1
X4                 X7                 X8                  6.618     1
X2                 X4                 X6                  6.505     1
X2                 X7                 X9                  6.440     1
X2                 X7                 X8                  6.433     1
X5                 X6                 X9                  6.205     1
X0                 X4                 X5                  6.099     1
X1                 X7                 X9                  6.035     1
X1                 X2                 X9                  5.927     1
X1                 X4                 X7                  5.875     1
X1                 X2                 X3                  5.655     1
X3                 X8                 X9                  5.622     1
X4                 X8                 X9                  5.603     1
X4                 X7                 X9                  5.585     1
X1                 X2                 X5                  5.272     1
X3                 X5                 X8                  5.233     1
X3                 X5                 X9                  5.210     1
X2                 X8                 X9                  5.065     1
X7                 X8                 X9                  4.735     1
X3                 X6                 X9                  4.621     1
X2                 X3                 X4                  4.498     1
X0                 X4                 X7                  4.325     1
X2                 X6                 X9                  4.282     1
X4                 X5                 X7                  4.234     1
X1                 X2                 X7                  4.163     1
X3                 X4                 X7                  4.162     1
X1                 X3                 X8                  4.000     1
X1                 X7                 X8                  3.994     1
X1                 X2                 X6                  3.825     1
X0                 X4                 X8                  3.700     1
X1                 X5                 X7                  3.695     1
X1                 X6                 X7                  3.623     1
X3                 X5                 X6                  3.572     1
X1                 X2                 X8                  3.509     1
X1                 X6                 X9                  3.441     1
X0                 X2                 X8                  3.251     1
X4                 X5                 X6                  3.25      1
X4                 X5                 X9                  3.239     1
X2                 X4                 X5                  3.185     1
X2                 X6                 X7                  3.03      1
X0                 X2                 X5                  2.974     1
X0                 X2                 X3                  2.973     1
X0                 X5                 X8                  2.917     1
X1                 X4                 X9                  2.857     1
X1                 X3                 X4                  2.794     1
X1                 X5                 X8                  2.785     1
X5                 X6                 X7                  2.757     1
X0                 X2                 X4                  2.710     1
X0                 X2                 X7                  0         1
X0                 X1                 X9                  0         1
X5                 X6                 X8                  0         1
X0                 X1                 X8                  0         1
X0                 X1                 X7                  0         1
X0                 X1                 X6                  0         1
X0                 X1                 X5                  0         1
X0                 X1                 X4                  0         1
X0                 X1                 X3                  0         1
X6                 X8                 X9                  0         1
X0                 X1                 X2                  0         1
X2                 X5                 X8                  0         1
X2                 X4                 X7                  0         1
X2                 X6                 X8                  0         1
X2                 X3                 X8                  0         1
X1                 X6                 X8                  0         1
X1                 X5                 X6                  0         1
X1                 X4                 X8                  0         1
X1                 X4                 X5                  0         1
X1                 X2                 X4                  0         1
X0                 X8                 X9                  0         1
X0                 X7                 X9                  0         1
X0                 X5                 X7                  0         1
X0                 X4                 X9                  0         1
X0                 X3                 X9                  0         1
X0                 X3                 X8                  0         1
X0                 X3                 X5                  0         1
X0                 X2                 X9                  0         1
X4                 X5                 X8                  0         1
