Input File: reformatted-data/train/hibachi-res_XGBClassifier_DecisionTreeClassifier-s70299_0.492.txt
Computation options used: -p 999 -r 1476531305 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X0                 X7                 X9                 788.199    0.001
X0                 X7                 X8                 183.536    0.001
X0                 X6                 X7                 181.982    0.001
X0                 X1                 X7                 180.572    0.001
X0                 X5                 X7                 179.288    0.001
X0                 X4                 X7                 176.338    0.001
X0                 X3                 X7                 174.615    0.001
X0                 X2                 X7                 172.885    0.001
X4                 X5                 X7                  24.986    0.173
X1                 X4                 X8                  19.527    0.691
X2                 X6                 X8                  18.707    0.78
X2                 X5                 X6                  16.567    0.957
X4                 X6                 X8                  15.327    0.982
X2                 X4                 X6                  15.116    0.985
X1                 X3                 X5                  13.599    0.999
X2                 X3                 X5                  13.172    0.999
X1                 X5                 X8                  13.133    0.999
X0                 X2                 X6                  13.128    0.999
X0                 X1                 X4                  13.077    0.999
X4                 X5                 X8                  12.907    0.999
X4                 X8                 X9                  12.653    0.999
X0                 X4                 X5                  12.635    0.999
X0                 X2                 X9                  12.112    1
X3                 X4                 X6                  11.970    1
X5                 X7                 X8                  11.244    1
X2                 X7                 X9                  11.188    1
X1                 X4                 X6                  11.133    1
X0                 X2                 X4                  11.058    1
X1                 X6                 X8                  10.974    1
X1                 X3                 X8                  10.722    1
X1                 X8                 X9                  10.618    1
X2                 X3                 X4                  10.482    1
X0                 X1                 X8                  10.367    1
X0                 X1                 X5                  10.229    1
X1                 X4                 X5                  10.197    1
X4                 X7                 X9                  10.189    1
X2                 X4                 X7                  10.121    1
X3                 X6                 X9                   9.989    1
X1                 X2                 X7                   9.974    1
X2                 X3                 X8                   9.748    1
X3                 X5                 X8                   9.735    1
X3                 X4                 X5                   9.470    1
X1                 X3                 X4                   9.315    1
X1                 X4                 X7                   9.285    1
X5                 X8                 X9                   9.198    1
X2                 X5                 X8                   9.049    1
X3                 X6                 X7                   8.987    1
X1                 X2                 X5                   8.767    1
X0                 X3                 X6                   8.729    1
X1                 X2                 X9                   8.614    1
X3                 X4                 X8                   8.554    1
X1                 X5                 X7                   8.396    1
X0                 X5                 X6                   8.360    1
X0                 X1                 X2                   8.336    1
X2                 X4                 X5                   8.335    1
X4                 X5                 X6                   8.258    1
X3                 X5                 X9                   8.257    1
X0                 X6                 X8                   8.249    1
X0                 X1                 X6                   8.222    1
X0                 X3                 X9                   8.195    1
X0                 X3                 X4                   8.185    1
X1                 X2                 X8                   8.160    1
X1                 X5                 X6                   8.068    1
X7                 X8                 X9                   8.042    1
X0                 X5                 X8                   7.995    1
X4                 X6                 X9                   7.978    1
X3                 X7                 X9                   7.910    1
X2                 X5                 X7                   7.602    1
X1                 X2                 X6                   7.446    1
X5                 X6                 X8                   7.293    1
X2                 X3                 X7                   7.182    1
X1                 X7                 X9                   6.989    1
X3                 X4                 X7                   6.694    1
X3                 X5                 X7                   6.545    1
X1                 X3                 X6                   6.513    1
X0                 X2                 X8                   6.494    1
X0                 X5                 X9                   6.450    1
X4                 X7                 X8                   6.442    1
X0                 X4                 X8                   6.334    1
X0                 X3                 X8                   6.234    1
X0                 X8                 X9                   6.188    1
X1                 X4                 X9                   6.111    1
X0                 X4                 X9                   5.999    1
X2                 X4                 X8                   5.829    1
X2                 X8                 X9                   5.788    1
X3                 X4                 X9                   5.349    1
X0                 X3                 X5                   5.244    1
X2                 X3                 X6                   5.092    1
X5                 X7                 X9                   4.933    1
X5                 X6                 X9                   4.537    1
X1                 X6                 X9                   4.41     1
X0                 X2                 X3                   4.265    1
X1                 X5                 X9                   4.162    1
X1                 X6                 X7                   4.073    1
X4                 X6                 X7                   3.918    1
X0                 X1                 X9                   3.901    1
X6                 X8                 X9                   3.850    1
X1                 X2                 X4                   3.609    1
X2                 X6                 X9                   3.426    1
X3                 X8                 X9                   3.406    1
X1                 X3                 X7                   3.338    1
X3                 X5                 X6                   3.265    1
X0                 X1                 X3                   3.257    1
X2                 X7                 X8                   3.253    1
X4                 X5                 X9                   3.172    1
X0                 X4                 X6                   3.103    1
X2                 X5                 X9                   3.082    1
X1                 X3                 X9                   3.060    1
X2                 X3                 X9                   3.023    1
X5                 X6                 X7                   2.919    1
X0                 X6                 X9                   2.890    1
X0                 X2                 X5                   2.869    1
X6                 X7                 X9                   2.835    1
X2                 X6                 X7                   2.741    1
X3                 X7                 X8                   0        1
X3                 X6                 X8                   0        1
X1                 X2                 X3                   0        1
X2                 X4                 X9                   0        1
X6                 X7                 X8                   0        1
X1                 X7                 X8                   0        1
