Input File: reformatted-data/train/hibachi-res_BernoulliNB_KNeighborsClassifier-s79249_0.075.txt
Computation options used: -p 999 -r 1419673224 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X5                 X6                 X9                 26.903     0.101
X0                 X7                 X9                 17.261     0.943
X1                 X4                 X9                 17.203     0.945
X0                 X2                 X7                 17.021     0.947
X7                 X8                 X9                 16.267     0.97
X0                 X5                 X7                 15.359     0.993
X6                 X7                 X9                 15.162     0.994
X3                 X6                 X9                 14.240     1
X2                 X5                 X6                 13.116     1
X1                 X3                 X8                 12.911     1
X1                 X8                 X9                 12.513     1
X6                 X8                 X9                 12.358     1
X4                 X5                 X6                 12.312     1
X1                 X5                 X9                 11.567     1
X5                 X7                 X9                 11.256     1
X2                 X3                 X5                 10.687     1
X3                 X4                 X5                 10.507     1
X1                 X2                 X5                 10.249     1
X2                 X6                 X7                 10.087     1
X5                 X8                 X9                  9.968     1
X0                 X1                 X2                  9.737     1
X0                 X6                 X9                  9.483     1
X4                 X5                 X9                  9.347     1
X3                 X5                 X8                  9.327     1
X1                 X6                 X9                  9.207     1
X1                 X3                 X4                  9.070     1
X1                 X3                 X9                  8.870     1
X2                 X4                 X5                  8.655     1
X2                 X3                 X6                  8.570     1
X1                 X4                 X5                  8.539     1
X4                 X6                 X7                  8.460     1
X2                 X7                 X8                  8.354     1
X0                 X2                 X3                  8.297     1
X0                 X2                 X6                  8.290     1
X0                 X3                 X4                  8.171     1
X2                 X3                 X9                  8.138     1
X1                 X4                 X6                  8.004     1
X3                 X7                 X9                  7.947     1
X2                 X5                 X8                  7.929     1
X4                 X7                 X8                  7.907     1
X1                 X4                 X8                  7.774     1
X2                 X4                 X8                  7.742     1
X3                 X4                 X8                  7.563     1
X2                 X3                 X4                  7.275     1
X0                 X6                 X7                  7.242     1
X0                 X2                 X9                  7.156     1
X0                 X3                 X6                  7.132     1
X0                 X2                 X4                  7.109     1
X0                 X4                 X7                  6.874     1
X0                 X3                 X7                  6.833     1
X3                 X5                 X6                  6.712     1
X3                 X6                 X8                  6.649     1
X4                 X8                 X9                  6.468     1
X0                 X2                 X8                  6.360     1
X0                 X2                 X5                  6.331     1
X1                 X2                 X9                  6.197     1
X0                 X6                 X8                  6.184     1
X2                 X5                 X7                  5.947     1
X1                 X7                 X9                  5.926     1
X3                 X6                 X7                  5.917     1
X3                 X5                 X9                  5.868     1
X2                 X3                 X7                  5.695     1
X4                 X5                 X8                  5.454     1
X3                 X8                 X9                  5.392     1
X3                 X4                 X9                  5.391     1
X0                 X8                 X9                  5.324     1
X1                 X5                 X7                  5.285     1
X3                 X7                 X8                  5.079     1
X0                 X4                 X5                  5.065     1
X1                 X3                 X6                  5.005     1
X1                 X2                 X8                  4.989     1
X2                 X5                 X9                  4.846     1
X0                 X1                 X4                  4.828     1
X2                 X4                 X9                  4.683     1
X1                 X2                 X7                  4.629     1
X1                 X5                 X6                  4.553     1
X3                 X4                 X6                  4.479     1
X0                 X5                 X9                  4.467     1
X0                 X4                 X8                  4.400     1
X1                 X3                 X7                  4.208     1
X0                 X1                 X7                  4.197     1
X0                 X1                 X9                  4.172     1
X1                 X3                 X5                  4.063     1
X4                 X6                 X9                  3.961     1
X2                 X4                 X7                  3.919     1
X2                 X4                 X6                  3.891     1
X4                 X5                 X7                  3.863     1
X6                 X7                 X8                  3.717     1
X0                 X1                 X5                  3.582     1
X0                 X3                 X9                  3.560     1
X0                 X4                 X6                  3.541     1
X1                 X2                 X4                  3.534     1
X0                 X1                 X3                  3.518     1
X1                 X4                 X7                  3.486     1
X3                 X4                 X7                  3.287     1
X0                 X7                 X8                  3.284     1
X0                 X4                 X9                  3.260     1
X0                 X3                 X5                  3.157     1
X2                 X7                 X9                  3.139     1
X1                 X6                 X8                  3.116     1
X1                 X2                 X6                  2.895     1
X2                 X6                 X8                  2.884     1
X2                 X8                 X9                  2.838     1
X4                 X6                 X8                  2.764     1
X0                 X3                 X8                  2.754     1
X2                 X6                 X9                  2.749     1
X1                 X5                 X8                  0         1
X1                 X6                 X7                  0         1
X0                 X1                 X8                  0         1
X0                 X5                 X6                  0         1
X4                 X7                 X9                  0         1
X1                 X7                 X8                  0         1
X5                 X6                 X7                  0         1
X5                 X6                 X8                  0         1
X2                 X3                 X8                  0         1
X5                 X7                 X8                  0         1
X0                 X1                 X6                  0         1
X1                 X2                 X3                  0         1
X3                 X5                 X7                  0         1
X0                 X5                 X8                  0         1
