Input File: reformatted-data/train/hibachi-res_MLPClassifier_LogisticRegression-s2599_0.597.txt
Computation options used: -p 999 -r 1466682403 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X1                 X4                 X7                 278.936    0.001
X4                 X7                 X9                 204.089    0.001
X4                 X5                 X7                 188.821    0.001
X0                 X4                 X7                 177.537    0.001
X2                 X4                 X7                 177.189    0.001
X4                 X6                 X7                 170.539    0.001
X1                 X7                 X9                 167.653    0.001
X3                 X4                 X7                 160.884    0.001
X4                 X7                 X8                 145.15     0.001
X1                 X6                 X7                 129.518    0.001
X1                 X5                 X7                 128.943    0.001
X1                 X3                 X7                 127.495    0.001
X0                 X1                 X7                 121.975    0.001
X1                 X7                 X8                 119.741    0.001
X1                 X2                 X7                 114.933    0.001
X2                 X5                 X7                  22.159    0.455
X1                 X3                 X8                  19.451    0.746
X0                 X3                 X7                  17.763    0.895
X0                 X2                 X7                  17.199    0.925
X3                 X6                 X8                  15.916    0.969
X3                 X5                 X8                  14.916    0.992
X3                 X8                 X9                  13.845    0.998
X2                 X3                 X5                  13.222    1
X0                 X2                 X9                  12.908    1
X5                 X8                 X9                  12.564    1
X1                 X4                 X6                  12.493    1
X3                 X4                 X9                  11.950    1
X0                 X5                 X7                  11.893    1
X0                 X3                 X8                  11.858    1
X0                 X1                 X6                  11.834    1
X0                 X7                 X9                  11.278    1
X3                 X5                 X6                  10.735    1
X0                 X6                 X7                  10.531    1
X1                 X4                 X8                  10.475    1
X3                 X4                 X8                  10.300    1
X1                 X4                 X5                  10.205    1
X3                 X4                 X6                   9.750    1
X0                 X1                 X9                   9.225    1
X1                 X4                 X9                   9.012    1
X1                 X2                 X9                   8.906    1
X1                 X6                 X9                   8.680    1
X1                 X2                 X3                   8.442    1
X0                 X8                 X9                   8.435    1
X5                 X6                 X9                   8.365    1
X5                 X6                 X8                   8.043    1
X4                 X5                 X6                   7.859    1
X0                 X3                 X5                   7.781    1
X0                 X7                 X8                   7.688    1
X3                 X7                 X9                   7.604    1
X0                 X5                 X6                   7.599    1
X4                 X6                 X9                   7.584    1
X2                 X5                 X6                   7.285    1
X0                 X1                 X2                   7.272    1
X6                 X8                 X9                   7.236    1
X3                 X7                 X8                   7.164    1
X0                 X4                 X5                   7.010    1
X2                 X8                 X9                   7.004    1
X5                 X6                 X7                   6.995    1
X2                 X6                 X7                   6.993    1
X0                 X1                 X5                   6.901    1
X0                 X3                 X9                   6.795    1
X2                 X3                 X8                   6.649    1
X2                 X7                 X8                   6.531    1
X1                 X2                 X8                   6.454    1
X2                 X6                 X9                   6.352    1
X0                 X6                 X8                   6.276    1
X0                 X2                 X3                   5.949    1
X1                 X5                 X8                   5.889    1
X2                 X3                 X9                   5.782    1
X2                 X3                 X4                   5.534    1
X2                 X4                 X9                   5.428    1
X0                 X1                 X4                   5.354    1
X0                 X6                 X9                   5.291    1
X1                 X5                 X6                   5.223    1
X2                 X3                 X6                   5.010    1
X3                 X5                 X7                   4.972    1
X2                 X7                 X9                   4.927    1
X6                 X7                 X8                   4.923    1
X0                 X2                 X5                   4.873    1
X2                 X5                 X8                   4.863    1
X0                 X4                 X8                   4.858    1
X1                 X2                 X4                   4.544    1
X5                 X7                 X9                   4.543    1
X1                 X5                 X9                   4.531    1
X1                 X2                 X6                   4.525    1
X2                 X4                 X5                   4.427    1
X6                 X7                 X9                   4.310    1
X7                 X8                 X9                   4.253    1
X0                 X1                 X3                   4.225    1
X1                 X3                 X9                   4.152    1
X0                 X2                 X6                   4.106    1
X1                 X8                 X9                   3.983    1
X3                 X6                 X9                   3.788    1
X4                 X5                 X9                   3.786    1
X2                 X3                 X7                   3.759    1
X1                 X3                 X4                   3.711    1
X4                 X6                 X8                   3.691    1
X0                 X1                 X8                   3.646    1
X0                 X4                 X9                   3.577    1
X3                 X6                 X7                   3.547    1
X5                 X7                 X8                   3.447    1
X1                 X2                 X5                   3.360    1
X1                 X3                 X6                   3.314    1
X3                 X5                 X9                   3.305    1
X2                 X4                 X8                   3.199    1
X0                 X4                 X6                   3.193    1
X0                 X2                 X8                   3.173    1
X0                 X5                 X8                   3.039    1
X0                 X5                 X9                   3.034    1
X2                 X5                 X9                   2.934    1
X1                 X6                 X8                   2.801    1
X4                 X8                 X9                   2.787    1
X0                 X3                 X6                   2.755    1
X0                 X2                 X4                   0        1
X4                 X5                 X8                   0        1
X2                 X4                 X6                   0        1
X0                 X3                 X4                   0        1
X2                 X6                 X8                   0        1
X3                 X4                 X5                   0        1
X1                 X3                 X5                   0        1
