Input File: reformatted-data/train/hibachi-res_ExtraTreesClassifier_MLPClassifier-s39040_0.461.txt
Computation options used: -p 999 -r 1434228086 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X2                 X4                 X9                 117.42     0.001
X4                 X8                 X9                  95.022    0.001
X1                 X4                 X9                  91.667    0.001
X2                 X8                 X9                  79.106    0.001
X1                 X2                 X9                  71.688    0.001
X1                 X8                 X9                  62.540    0.001
X0                 X2                 X9                  48.878    0.001
X4                 X7                 X9                  41.691    0.001
X2                 X7                 X9                  40.809    0.001
X2                 X6                 X9                  39.517    0.001
X2                 X5                 X9                  38.155    0.003
X4                 X5                 X9                  36.098    0.004
X0                 X4                 X9                  35.562    0.005
X2                 X3                 X9                  35.491    0.005
X4                 X6                 X9                  34.438    0.005
X3                 X8                 X9                  32.506    0.015
X3                 X4                 X9                  30.645    0.024
X7                 X8                 X9                  29.660    0.034
X1                 X7                 X9                  27.478    0.083
X1                 X3                 X9                  26.939    0.097
X0                 X8                 X9                  25.071    0.188
X6                 X8                 X9                  24.340    0.227
X1                 X6                 X7                  22.529    0.366
X5                 X8                 X9                  20.215    0.642
X6                 X7                 X8                  17.278    0.913
X1                 X5                 X9                  17.044    0.921
X1                 X6                 X9                  15.941    0.963
X1                 X3                 X5                  15.855    0.963
X0                 X1                 X9                  15.324    0.982
X0                 X6                 X7                  15.227    0.982
X1                 X2                 X5                  14.100    0.993
X5                 X7                 X9                  13.817    0.996
X4                 X6                 X8                  13.455    0.998
X1                 X3                 X6                  13.325    0.999
X4                 X5                 X6                  12.582    1
X1                 X4                 X8                  12.282    1
X3                 X4                 X8                  12.208    1
X1                 X3                 X8                  12.028    1
X2                 X5                 X8                  11.852    1
X0                 X4                 X8                  11.703    1
X4                 X6                 X7                  11.487    1
X0                 X4                 X7                  11.357    1
X5                 X6                 X7                  11.310    1
X1                 X3                 X4                  11.148    1
X2                 X4                 X7                  10.857    1
X3                 X6                 X8                  10.706    1
X2                 X3                 X5                  10.658    1
X1                 X3                 X7                  10.594    1
X2                 X3                 X4                  10.505    1
X0                 X3                 X6                  10.108    1
X2                 X5                 X7                  10.021    1
X2                 X4                 X5                   9.980    1
X3                 X5                 X6                   9.901    1
X3                 X7                 X9                   9.772    1
X1                 X4                 X6                   9.756    1
X3                 X4                 X5                   9.755    1
X0                 X6                 X8                   9.738    1
X2                 X6                 X7                   9.526    1
X1                 X4                 X7                   9.457    1
X3                 X5                 X8                   9.403    1
X3                 X6                 X7                   9.005    1
X3                 X4                 X6                   8.764    1
X4                 X5                 X7                   8.524    1
X0                 X5                 X7                   8.463    1
X2                 X6                 X8                   8.191    1
X2                 X5                 X6                   8.083    1
X1                 X5                 X8                   8.049    1
X5                 X6                 X8                   7.924    1
X1                 X4                 X5                   7.891    1
X1                 X2                 X4                   7.749    1
X0                 X1                 X8                   7.695    1
X0                 X2                 X8                   7.690    1
X0                 X7                 X9                   7.567    1
X0                 X4                 X6                   7.151    1
X3                 X5                 X9                   7.006    1
X0                 X3                 X5                   6.901    1
X2                 X4                 X6                   6.878    1
X1                 X2                 X3                   6.812    1
X0                 X5                 X9                   6.807    1
X0                 X7                 X8                   6.355    1
X0                 X1                 X6                   6.270    1
X0                 X4                 X5                   6.205    1
X1                 X5                 X7                   6.203    1
X0                 X2                 X5                   6.134    1
X1                 X6                 X8                   5.821    1
X3                 X6                 X9                   5.618    1
X0                 X5                 X6                   5.581    1
X1                 X2                 X6                   5.348    1
X2                 X3                 X6                   5.304    1
X0                 X5                 X8                   5.139    1
X3                 X4                 X7                   5.123    1
X0                 X1                 X7                   4.971    1
X0                 X6                 X9                   4.769    1
X2                 X4                 X8                   4.534    1
X4                 X5                 X8                   4.491    1
X0                 X2                 X4                   4.404    1
X0                 X1                 X4                   4.396    1
X5                 X6                 X9                   4.258    1
X0                 X3                 X7                   4.223    1
X5                 X7                 X8                   4.139    1
X0                 X3                 X4                   4.120    1
X6                 X7                 X9                   3.986    1
X4                 X7                 X8                   3.791    1
X0                 X1                 X3                   3.777    1
X1                 X2                 X8                   3.762    1
X2                 X3                 X8                   3.740    1
X0                 X2                 X6                   3.27     1
X0                 X1                 X2                   3.265    1
X2                 X7                 X8                   3.115    1
X0                 X1                 X5                   3.104    1
X3                 X7                 X8                   2.986    1
X0                 X3                 X8                   2.970    1
X2                 X3                 X7                   2.927    1
X1                 X2                 X7                   0        1
X1                 X5                 X6                   0        1
X0                 X3                 X9                   0        1
X1                 X7                 X8                   0        1
X0                 X2                 X3                   0        1
X0                 X2                 X7                   0        1
X3                 X5                 X7                   0        1
