Input File: reformatted-data/train/hibachi-res_GradientBoostingClassifier_MLPClassifier-s11517_0.259.txt
Computation options used: -p 999 -r 1446900564 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X4                 X7                 X9                 171.276    0.001
X2                 X7                 X9                 145.26     0.001
X2                 X4                 X9                 135.696    0.001
X0                 X4                 X9                 123.411    0.001
X0                 X7                 X9                 120.219    0.001
X4                 X5                 X9                  96.722    0.001
X5                 X7                 X9                  95.739    0.001
X1                 X7                 X9                  94.375    0.001
X3                 X7                 X9                  89.811    0.001
X7                 X8                 X9                  83.927    0.001
X4                 X6                 X9                  81.931    0.001
X1                 X4                 X9                  81.533    0.001
X4                 X8                 X9                  77.272    0.001
X6                 X7                 X9                  76.458    0.001
X3                 X4                 X9                  75.439    0.001
X2                 X5                 X9                  58.845    0.001
X0                 X2                 X9                  47.377    0.001
X1                 X2                 X9                  43.141    0.001
X2                 X8                 X9                  41.952    0.001
X2                 X6                 X9                  38.855    0.001
X2                 X3                 X9                  37.889    0.001
X0                 X5                 X9                  34.809    0.007
X0                 X6                 X9                  27.678    0.063
X0                 X3                 X9                  26.238    0.104
X3                 X5                 X9                  26.197    0.107
X1                 X5                 X9                  21.725    0.429
X0                 X1                 X9                  21.259    0.472
X1                 X2                 X5                  21.212    0.472
X3                 X5                 X7                  20.115    0.6
X0                 X4                 X7                  19.348    0.681
X5                 X6                 X9                  18.936    0.72
X0                 X2                 X7                  18.603    0.748
X0                 X4                 X5                  18.460    0.759
X4                 X5                 X7                  17.213    0.885
X0                 X4                 X8                  16.437    0.918
X0                 X4                 X6                  15.392    0.969
X2                 X3                 X5                  15.202    0.976
X5                 X8                 X9                  14.905    0.983
X3                 X6                 X9                  14.725    0.987
X2                 X3                 X6                  14.639    0.988
X0                 X8                 X9                  14.217    0.994
X1                 X2                 X7                  14.181    0.994
X0                 X5                 X8                  13.168    0.997
X4                 X5                 X8                  13.142    0.998
X2                 X5                 X8                  12.907    0.998
X2                 X3                 X4                  12.676    0.999
X3                 X5                 X6                  12.663    0.999
X0                 X3                 X8                  12.433    0.999
X1                 X5                 X8                  12.198    0.999
X5                 X6                 X7                  11.993    0.999
X0                 X2                 X4                  11.877    0.999
X3                 X4                 X5                  11.835    0.999
X1                 X4                 X5                  11.507    0.999
X0                 X1                 X7                  11.183    1
X0                 X3                 X5                  11.003    1
X1                 X3                 X9                  10.875    1
X6                 X7                 X8                  10.870    1
X0                 X7                 X8                  10.325    1
X1                 X3                 X5                  10.225    1
X2                 X4                 X5                  10.009    1
X0                 X1                 X5                   9.773    1
X2                 X5                 X7                   9.651    1
X0                 X5                 X7                   9.596    1
X2                 X4                 X6                   9.594    1
X1                 X3                 X4                   9.569    1
X1                 X5                 X7                   9.469    1
X0                 X6                 X8                   9.335    1
X3                 X5                 X8                   9.197    1
X1                 X3                 X6                   8.925    1
X2                 X3                 X8                   8.826    1
X0                 X2                 X5                   8.797    1
X2                 X6                 X7                   8.677    1
X5                 X7                 X8                   8.492    1
X0                 X3                 X6                   8.430    1
X0                 X1                 X4                   8.428    1
X1                 X2                 X3                   8.257    1
X4                 X6                 X7                   8.010    1
X0                 X2                 X8                   7.644    1
X1                 X4                 X8                   7.625    1
X0                 X2                 X6                   7.582    1
X2                 X7                 X8                   7.057    1
X1                 X6                 X9                   6.864    1
X4                 X5                 X6                   6.843    1
X3                 X6                 X7                   6.813    1
X1                 X8                 X9                   6.616    1
X1                 X7                 X8                   6.476    1
X0                 X1                 X6                   6.428    1
X2                 X3                 X7                   6.205    1
X0                 X3                 X7                   6.042    1
X1                 X2                 X8                   5.709    1
X0                 X1                 X8                   5.484    1
X0                 X6                 X7                   5.030    1
X1                 X6                 X7                   4.651    1
X0                 X2                 X3                   4.575    1
X3                 X4                 X7                   4.544    1
X4                 X7                 X8                   4.277    1
X1                 X6                 X8                   4.252    1
X2                 X5                 X6                   4.172    1
X1                 X4                 X7                   4.130    1
X3                 X4                 X6                   3.835    1
X2                 X4                 X7                   3.758    1
X6                 X8                 X9                   3.666    1
X3                 X7                 X8                   3.656    1
X0                 X1                 X3                   3.431    1
X2                 X4                 X8                   3.324    1
X0                 X5                 X6                   3.123    1
X2                 X6                 X8                   3.119    1
X0                 X1                 X2                   3.051    1
X1                 X3                 X7                   2.973    1
X0                 X3                 X4                   2.892    1
X1                 X5                 X6                   2.841    1
X1                 X4                 X6                   2.791    1
X1                 X2                 X6                   2.779    1
X4                 X6                 X8                   0        1
X1                 X2                 X4                   0        1
X1                 X3                 X8                   0        1
X5                 X6                 X8                   0        1
X3                 X8                 X9                   0        1
X3                 X6                 X8                   0        1
X3                 X4                 X8                   0        1
