Input File: reformatted-data/train/hibachi-res_RandomForestClassifier_ExtraTreesClassifier-s6045_0.282.txt
Computation options used: -p 999 -r 1470581627 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X2                 X5                 X6                 301.14     0.001
X1                 X2                 X6                 260.252    0.001
X2                 X3                 X6                  24.534    0.213
X2                 X6                 X8                  23.994    0.252
X2                 X4                 X6                  23.836    0.265
X0                 X2                 X6                  22.189    0.412
X0                 X5                 X6                  19.968    0.682
X2                 X6                 X9                  19.597    0.713
X3                 X6                 X7                  19.314    0.744
X0                 X1                 X4                  17.623    0.907
X5                 X6                 X9                  17.123    0.935
X4                 X6                 X8                  16.741    0.948
X5                 X7                 X9                  16.694    0.95
X5                 X6                 X7                  14.939    0.988
X0                 X4                 X9                  14.926    0.988
X0                 X3                 X4                  14.752    0.988
X2                 X4                 X9                  14.437    0.992
X2                 X3                 X4                  14.411    0.992
X2                 X6                 X7                  14.037    0.994
X1                 X2                 X4                  13.974    0.995
X6                 X7                 X8                  13.938    0.995
X0                 X3                 X6                  13.895    0.995
X3                 X5                 X9                  12.805    0.999
X5                 X6                 X8                  12.583    1
X1                 X5                 X7                  12.528    1
X0                 X4                 X5                  12.510    1
X1                 X3                 X9                  12.16     1
X1                 X5                 X8                  11.887    1
X2                 X7                 X9                  11.874    1
X1                 X3                 X5                  11.736    1
X3                 X5                 X6                  11.170    1
X0                 X4                 X8                  11.161    1
X1                 X4                 X9                  11.084    1
X0                 X7                 X9                  10.831    1
X0                 X2                 X4                  10.829    1
X0                 X1                 X7                  10.622    1
X2                 X4                 X5                  10.583    1
X4                 X5                 X9                  10.563    1
X1                 X5                 X6                  10.488    1
X4                 X8                 X9                  10.473    1
X3                 X7                 X9                  10.227    1
X1                 X2                 X3                   9.902    1
X0                 X1                 X8                   9.792    1
X1                 X8                 X9                   9.362    1
X4                 X7                 X9                   9.326    1
X4                 X5                 X7                   9.283    1
X1                 X7                 X9                   9.197    1
X1                 X5                 X9                   9.145    1
X0                 X1                 X5                   9.000    1
X0                 X8                 X9                   8.817    1
X1                 X4                 X5                   8.797    1
X0                 X5                 X9                   8.780    1
X3                 X4                 X9                   8.683    1
X1                 X3                 X6                   8.606    1
X0                 X2                 X7                   8.558    1
X3                 X6                 X9                   8.385    1
X2                 X3                 X7                   8.374    1
X0                 X1                 X9                   8.351    1
X1                 X2                 X5                   8.269    1
X3                 X4                 X5                   8.099    1
X6                 X7                 X9                   7.982    1
X4                 X6                 X9                   7.979    1
X7                 X8                 X9                   7.925    1
X0                 X3                 X9                   7.740    1
X3                 X4                 X6                   7.721    1
X0                 X6                 X8                   7.695    1
X1                 X4                 X6                   7.615    1
X5                 X8                 X9                   7.367    1
X3                 X6                 X8                   7.249    1
X4                 X5                 X6                   7.155    1
X1                 X6                 X7                   7.044    1
X3                 X8                 X9                   6.979    1
X3                 X7                 X8                   6.975    1
X1                 X6                 X8                   6.724    1
X3                 X5                 X7                   6.656    1
X0                 X4                 X6                   6.633    1
X0                 X3                 X7                   6.496    1
X2                 X3                 X9                   6.294    1
X0                 X6                 X7                   6.003    1
X2                 X5                 X9                   5.981    1
X0                 X6                 X9                   5.980    1
X4                 X7                 X8                   5.897    1
X2                 X4                 X8                   5.886    1
X0                 X2                 X3                   5.734    1
X1                 X6                 X9                   5.595    1
X4                 X5                 X8                   5.581    1
X0                 X5                 X7                   5.329    1
X6                 X8                 X9                   5.172    1
X1                 X4                 X8                   5.071    1
X2                 X3                 X8                   5.029    1
X4                 X6                 X7                   4.799    1
X1                 X4                 X7                   4.523    1
X5                 X7                 X8                   4.408    1
X2                 X3                 X5                   4.210    1
X0                 X5                 X8                   4.079    1
X3                 X4                 X8                   3.990    1
X1                 X7                 X8                   3.873    1
X0                 X3                 X8                   3.795    1
X1                 X2                 X8                   3.721    1
X3                 X4                 X7                   3.600    1
X0                 X2                 X9                   3.521    1
X2                 X4                 X7                   3.491    1
X1                 X3                 X7                   3.441    1
X0                 X1                 X6                   3.391    1
X1                 X2                 X7                   3.355    1
X2                 X5                 X7                   3.295    1
X0                 X2                 X5                   3.125    1
X0                 X4                 X7                   3.098    1
X0                 X3                 X5                   3.048    1
X1                 X3                 X8                   2.725    1
X0                 X2                 X8                   0        1
X0                 X1                 X3                   0        1
X0                 X1                 X2                   0        1
X0                 X7                 X8                   0        1
X1                 X2                 X9                   0        1
X1                 X3                 X4                   0        1
X3                 X5                 X8                   0        1
X2                 X5                 X8                   0        1
X2                 X7                 X8                   0        1
X2                 X8                 X9                   0        1
