Input File: reformatted-data/train/hibachi-res_KNeighborsClassifier_GaussianNB-s20575_0.438.txt
Computation options used: -p 999 -r 1451404840 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X0                 X2                 X7                 795.983    0.001
X0                 X2                 X5                 307.772    0.001
X0                 X2                 X6                 307.547    0.001
X0                 X1                 X2                 306.925    0.001
X0                 X2                 X3                 306.73     0.001
X0                 X2                 X8                 306.661    0.001
X0                 X2                 X9                 297.742    0.001
X2                 X7                 X8                 289.724    0.001
X2                 X4                 X7                 289.426    0.001
X1                 X2                 X7                 288.93     0.001
X2                 X5                 X7                 288.84     0.001
X2                 X7                 X9                 288.563    0.001
X2                 X3                 X7                 288.474    0.001
X0                 X2                 X4                 287.058    0.001
X2                 X6                 X7                 272.97     0.001
X3                 X4                 X5                  20.930    0.567
X2                 X6                 X9                  20.591    0.609
X1                 X6                 X8                  20.004    0.679
X1                 X4                 X8                  18.872    0.796
X1                 X3                 X5                  18.845    0.796
X1                 X6                 X9                  18.644    0.803
X4                 X6                 X8                  17.334    0.907
X5                 X7                 X8                  16.657    0.935
X5                 X6                 X8                  15.897    0.973
X1                 X4                 X9                  15.890    0.973
X3                 X4                 X9                  15.755    0.977
X6                 X8                 X9                  15.449    0.984
X4                 X5                 X8                  15.428    0.984
X1                 X3                 X9                  14.750    0.991
X1                 X4                 X7                  14.094    0.993
X2                 X4                 X9                  13.955    0.995
X3                 X5                 X9                  13.913    0.995
X1                 X5                 X9                  13.908    0.995
X0                 X4                 X5                  13.737    0.996
X1                 X4                 X5                  13.619    0.999
X1                 X7                 X8                  13.312    0.999
X1                 X2                 X9                  12.785    1
X1                 X6                 X7                  12.762    1
X1                 X3                 X8                  12.453    1
X2                 X3                 X5                  12.444    1
X0                 X1                 X7                  11.982    1
X0                 X3                 X5                  11.916    1
X3                 X7                 X9                  11.869    1
X0                 X4                 X6                  11.797    1
X4                 X5                 X9                  11.773    1
X1                 X3                 X6                  11.709    1
X0                 X1                 X3                  11.571    1
X1                 X3                 X7                  10.865    1
X0                 X4                 X7                  10.827    1
X1                 X7                 X9                  10.779    1
X0                 X5                 X9                  10.660    1
X0                 X8                 X9                  10.390    1
X6                 X7                 X9                  10.388    1
X0                 X5                 X8                  10.290    1
X0                 X6                 X8                  10.255    1
X5                 X7                 X9                  10.118    1
X0                 X1                 X8                  10.087    1
X0                 X4                 X9                  10.064    1
X3                 X5                 X6                   9.892    1
X1                 X8                 X9                   9.840    1
X4                 X7                 X9                   9.754    1
X0                 X1                 X9                   9.651    1
X1                 X2                 X4                   9.339    1
X4                 X8                 X9                   9.332    1
X1                 X2                 X3                   9.299    1
X5                 X6                 X9                   8.783    1
X3                 X5                 X8                   8.529    1
X1                 X3                 X4                   8.529    1
X4                 X6                 X9                   8.491    1
X2                 X3                 X9                   8.319    1
X1                 X5                 X6                   8.131    1
X2                 X5                 X9                   7.875    1
X3                 X4                 X8                   7.789    1
X5                 X8                 X9                   7.700    1
X3                 X6                 X9                   7.568    1
X0                 X5                 X7                   7.416    1
X1                 X4                 X6                   7.374    1
X1                 X5                 X7                   7.368    1
X1                 X2                 X5                   6.969    1
X2                 X4                 X6                   6.733    1
X3                 X6                 X8                   6.710    1
X0                 X4                 X8                   6.639    1
X0                 X1                 X4                   6.412    1
X3                 X5                 X7                   6.229    1
X5                 X6                 X7                   5.935    1
X0                 X3                 X4                   5.873    1
X2                 X3                 X6                   5.677    1
X4                 X5                 X6                   5.661    1
X0                 X1                 X5                   5.561    1
X0                 X7                 X8                   5.371    1
X7                 X8                 X9                   5.348    1
X2                 X4                 X8                   4.936    1
X1                 X5                 X8                   4.847    1
X1                 X2                 X8                   4.699    1
X2                 X3                 X4                   4.604    1
X2                 X8                 X9                   4.196    1
X3                 X7                 X8                   3.938    1
X3                 X8                 X9                   3.819    1
X2                 X4                 X5                   3.723    1
X6                 X7                 X8                   3.695    1
X4                 X7                 X8                   3.629    1
X2                 X6                 X8                   3.551    1
X0                 X3                 X9                   3.376    1
X4                 X5                 X7                   3.372    1
X0                 X7                 X9                   3.350    1
X2                 X5                 X8                   3.330    1
X4                 X6                 X7                   3.317    1
X3                 X4                 X6                   3.271    1
X3                 X6                 X7                   3.191    1
X0                 X6                 X9                   3.188    1
X0                 X6                 X7                   2.970    1
X3                 X4                 X7                   2.879    1
X2                 X5                 X6                   2.848    1
X2                 X3                 X8                   2.798    1
X0                 X3                 X8                   0        1
X1                 X2                 X6                   0        1
X0                 X3                 X7                   0        1
X0                 X3                 X6                   0        1
X0                 X1                 X6                   0        1
X0                 X5                 X6                   0        1
