Input File: reformatted-data/train/hibachi-res_GradientBoostingClassifier_XGBClassifier-s38122_0.553.txt
Computation options used: -p 999 -r 1448345966 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X0                 X2                 X5                 784.59     0.001
X3                 X6                 X9                  19.609    0.715
X1                 X4                 X8                  18.643    0.816
X2                 X3                 X6                  16.786    0.951
X4                 X6                 X7                  16.644    0.953
X5                 X6                 X8                  16.631    0.954
X0                 X1                 X9                  16.413    0.965
X6                 X8                 X9                  15.454    0.982
X1                 X6                 X8                  15.014    0.988
X3                 X4                 X8                  15.013    0.988
X4                 X7                 X8                  14.933    0.991
X1                 X2                 X7                  14.846    0.991
X3                 X7                 X8                  14.053    1
X3                 X6                 X8                  13.805    1
X0                 X1                 X8                  13.216    1
X4                 X5                 X7                  13.072    1
X4                 X6                 X8                  12.326    1
X2                 X3                 X7                  12.113    1
X2                 X3                 X4                  11.978    1
X2                 X4                 X7                  11.239    1
X1                 X7                 X8                  10.420    1
X2                 X5                 X9                  10.392    1
X0                 X4                 X6                  10.342    1
X2                 X6                 X9                  10.268    1
X1                 X8                 X9                   9.985    1
X0                 X5                 X8                   9.530    1
X0                 X3                 X8                   9.497    1
X3                 X4                 X7                   9.363    1
X5                 X7                 X9                   9.311    1
X2                 X6                 X8                   9.144    1
X5                 X6                 X9                   8.802    1
X1                 X2                 X9                   8.753    1
X3                 X4                 X6                   8.691    1
X1                 X3                 X9                   8.681    1
X2                 X7                 X9                   8.415    1
X1                 X5                 X9                   8.325    1
X0                 X1                 X4                   8.285    1
X5                 X7                 X8                   7.664    1
X1                 X3                 X6                   7.381    1
X0                 X1                 X5                   7.256    1
X5                 X8                 X9                   7.105    1
X0                 X6                 X8                   7.094    1
X0                 X3                 X9                   6.933    1
X0                 X2                 X4                   6.931    1
X2                 X5                 X7                   6.881    1
X6                 X7                 X9                   6.878    1
X1                 X5                 X6                   6.876    1
X7                 X8                 X9                   6.847    1
X0                 X7                 X8                   6.800    1
X0                 X6                 X7                   6.587    1
X4                 X6                 X9                   6.586    1
X1                 X5                 X8                   6.51     1
X2                 X4                 X9                   6.379    1
X0                 X8                 X9                   6.321    1
X0                 X4                 X8                   6.157    1
X1                 X3                 X4                   6.096    1
X3                 X5                 X6                   6.040    1
X1                 X2                 X4                   5.947    1
X4                 X5                 X6                   5.853    1
X0                 X4                 X7                   5.769    1
X1                 X2                 X8                   5.744    1
X5                 X6                 X7                   5.718    1
X1                 X3                 X8                   5.688    1
X0                 X3                 X6                   5.635    1
X2                 X6                 X7                   5.543    1
X1                 X7                 X9                   5.391    1
X0                 X1                 X7                   5.117    1
X2                 X3                 X5                   5.110    1
X3                 X8                 X9                   5.048    1
X2                 X3                 X9                   5.026    1
X2                 X4                 X5                   4.972    1
X4                 X5                 X8                   4.901    1
X2                 X4                 X8                   4.858    1
X2                 X7                 X8                   4.643    1
X3                 X6                 X7                   4.579    1
X1                 X4                 X9                   4.508    1
X2                 X5                 X6                   4.498    1
X3                 X5                 X9                   4.482    1
X1                 X4                 X5                   4.432    1
X0                 X2                 X9                   4.212    1
X3                 X5                 X8                   4.132    1
X4                 X5                 X9                   4.098    1
X2                 X4                 X6                   4.09     1
X0                 X1                 X6                   4.061    1
X0                 X3                 X5                   4.030    1
X1                 X2                 X5                   3.993    1
X3                 X4                 X9                   3.893    1
X3                 X7                 X9                   3.81     1
X1                 X3                 X7                   3.784    1
X0                 X1                 X2                   3.706    1
X1                 X2                 X3                   3.661    1
X0                 X4                 X5                   3.477    1
X4                 X8                 X9                   3.465    1
X1                 X3                 X5                   3.426    1
X1                 X4                 X7                   3.340    1
X0                 X6                 X9                   3.315    1
X0                 X2                 X7                   3.302    1
X2                 X3                 X8                   3.215    1
X6                 X7                 X8                   3.201    1
X0                 X5                 X6                   3.074    1
X2                 X8                 X9                   3.070    1
X0                 X2                 X8                   3.054    1
X0                 X1                 X3                   3.049    1
X0                 X3                 X7                   2.983    1
X1                 X6                 X9                   2.828    1
X0                 X2                 X3                   2.720    1
X0                 X2                 X6                   0        1
X0                 X3                 X4                   0        1
X4                 X7                 X9                   0        1
X0                 X4                 X9                   0        1
X0                 X5                 X7                   0        1
X0                 X5                 X9                   0        1
X0                 X7                 X9                   0        1
X1                 X2                 X6                   0        1
X1                 X4                 X6                   0        1
X1                 X5                 X7                   0        1
X1                 X6                 X7                   0        1
X2                 X5                 X8                   0        1
X3                 X5                 X7                   0        1
X3                 X4                 X5                   0        1
