Input File: reformatted-data/train/hibachi-res_LogisticRegression_DecisionTreeClassifier-s23847_0.110.txt
Computation options used: -p 999 -r 1456497361 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X4                 X5                 X7                 27.757     0.071
X0                 X4                 X5                 22.752     0.373
X4                 X6                 X8                 20.926     0.572
X1                 X4                 X8                 17.013     0.945
X3                 X4                 X9                 15.405     0.987
X1                 X7                 X8                 15.059     0.99
X4                 X7                 X8                 14.702     0.991
X0                 X1                 X3                 14.319     0.994
X0                 X3                 X8                 14.285     0.994
X3                 X4                 X8                 14.118     0.995
X0                 X6                 X7                 13.719     0.997
X2                 X7                 X9                 13.308     1
X3                 X5                 X8                 13.172     1
X2                 X3                 X5                 12.873     1
X2                 X3                 X6                 12.334     1
X6                 X8                 X9                 12.306     1
X3                 X8                 X9                 12.271     1
X3                 X4                 X5                 12.257     1
X0                 X6                 X8                 12.188     1
X2                 X6                 X8                 11.755     1
X2                 X4                 X6                 11.676     1
X0                 X2                 X3                 11.556     1
X4                 X5                 X8                 11.520     1
X3                 X7                 X8                 11.320     1
X1                 X3                 X8                 11.248     1
X2                 X3                 X9                 10.960     1
X2                 X3                 X4                 10.763     1
X0                 X1                 X7                 10.610     1
X3                 X4                 X7                 10.460     1
X0                 X4                 X7                  9.894     1
X1                 X5                 X7                  9.675     1
X0                 X3                 X9                  9.591     1
X0                 X2                 X7                  9.574     1
X0                 X3                 X4                  9.269     1
X4                 X5                 X9                  9.154     1
X2                 X3                 X7                  9.125     1
X0                 X3                 X7                  8.776     1
X1                 X4                 X7                  8.772     1
X0                 X7                 X8                  8.682     1
X1                 X6                 X8                  8.565     1
X1                 X6                 X7                  8.542     1
X1                 X5                 X9                  8.521     1
X1                 X2                 X6                  8.503     1
X2                 X3                 X8                  8.455     1
X0                 X2                 X6                  8.403     1
X0                 X3                 X6                  8.256     1
X4                 X6                 X7                  8.204     1
X1                 X2                 X3                  8.148     1
X4                 X5                 X6                  8.117     1
X0                 X4                 X8                  8.094     1
X6                 X7                 X9                  8.046     1
X1                 X4                 X5                  8.014     1
X3                 X5                 X9                  7.907     1
X2                 X4                 X7                  7.666     1
X2                 X8                 X9                  7.513     1
X2                 X4                 X5                  7.403     1
X4                 X8                 X9                  7.392     1
X5                 X7                 X9                  7.343     1
X3                 X4                 X6                  7.263     1
X4                 X7                 X9                  7.168     1
X2                 X6                 X7                  7.059     1
X0                 X1                 X6                  6.932     1
X6                 X7                 X8                  6.844     1
X0                 X7                 X9                  6.664     1
X3                 X6                 X8                  6.570     1
X0                 X5                 X6                  6.543     1
X0                 X4                 X6                  6.48      1
X5                 X8                 X9                  6.426     1
X2                 X4                 X8                  6.372     1
X0                 X5                 X7                  6.357     1
X5                 X6                 X7                  6.160     1
X5                 X6                 X8                  6.007     1
X1                 X3                 X5                  5.646     1
X0                 X3                 X5                  5.460     1
X7                 X8                 X9                  5.293     1
X0                 X5                 X9                  5.156     1
X1                 X3                 X9                  4.994     1
X1                 X4                 X9                  4.887     1
X0                 X6                 X9                  4.554     1
X3                 X7                 X9                  4.441     1
X1                 X7                 X9                  4.206     1
X0                 X2                 X9                  4.127     1
X2                 X5                 X8                  4.056     1
X0                 X1                 X2                  3.991     1
X0                 X1                 X5                  3.767     1
X5                 X7                 X8                  3.735     1
X1                 X6                 X9                  3.728     1
X2                 X5                 X9                  3.682     1
X2                 X5                 X6                  3.620     1
X5                 X6                 X9                  3.470     1
X1                 X3                 X7                  3.453     1
X0                 X2                 X8                  3.437     1
X1                 X4                 X6                  3.303     1
X1                 X8                 X9                  3.292     1
X0                 X4                 X9                  3.285     1
X3                 X6                 X7                  3.283     1
X0                 X1                 X9                  3.280     1
X1                 X2                 X7                  3.237     1
X0                 X1                 X4                  3.183     1
X2                 X6                 X9                  3.100     1
X1                 X3                 X6                  3.064     1
X1                 X5                 X8                  3.027     1
X1                 X2                 X4                  2.905     1
X0                 X1                 X8                  2.894     1
X0                 X5                 X8                  2.850     1
X3                 X6                 X9                  2.848     1
X1                 X3                 X4                  2.840     1
X0                 X2                 X5                  2.827     1
X0                 X2                 X4                  0         1
X0                 X8                 X9                  0         1
X4                 X6                 X9                  0         1
X1                 X2                 X5                  0         1
X1                 X2                 X8                  0         1
X1                 X2                 X9                  0         1
X1                 X5                 X6                  0         1
X3                 X5                 X7                  0         1
X3                 X5                 X6                  0         1
X2                 X4                 X9                  0         1
X2                 X5                 X7                  0         1
X2                 X7                 X8                  0         1
