Input File: reformatted-data/train/hibachi-res_KNeighborsClassifier_MLPClassifier-s54740_0.114.txt
Computation options used: -p 999 -r 1453741013 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X0                 X1                 X8                 84.318     0.001
X0                 X6                 X8                 53.625     0.001
X0                 X1                 X4                 42.93      0.001
X0                 X5                 X8                 41.742     0.001
X0                 X8                 X9                 41.359     0.001
X0                 X7                 X8                 41.117     0.001
X0                 X1                 X3                 37.618     0.005
X0                 X1                 X2                 36.839     0.007
X0                 X4                 X8                 35.209     0.007
X0                 X2                 X8                 35.182     0.007
X2                 X5                 X7                 34.628     0.008
X0                 X1                 X7                 34.325     0.008
X0                 X3                 X8                 33.889     0.01
X0                 X1                 X6                 33.032     0.011
X0                 X1                 X9                 30.002     0.024
X3                 X6                 X7                 27.635     0.052
X0                 X1                 X5                 26.862     0.072
X5                 X6                 X7                 26.674     0.082
X5                 X7                 X8                 24.815     0.143
X5                 X7                 X9                 22.566     0.335
X2                 X6                 X7                 22.107     0.383
X4                 X5                 X7                 21.680     0.426
X3                 X5                 X7                 21.349     0.47
X1                 X4                 X5                 20.706     0.536
X1                 X5                 X7                 20.703     0.536
X1                 X4                 X8                 20.618     0.544
X0                 X5                 X7                 20.525     0.545
X0                 X2                 X6                 19.813     0.61
X1                 X7                 X8                 19.267     0.678
X3                 X7                 X8                 19.100     0.696
X1                 X2                 X7                 18.716     0.737
X1                 X2                 X8                 17.844     0.824
X2                 X4                 X7                 17.736     0.832
X1                 X8                 X9                 17.488     0.865
X3                 X5                 X8                 17.073     0.889
X1                 X6                 X8                 16.080     0.96
X1                 X5                 X8                 15.653     0.969
X2                 X3                 X7                 15.427     0.974
X1                 X5                 X9                 14.95      0.983
X4                 X5                 X6                 13.995     0.997
X1                 X7                 X9                 13.765     0.998
X0                 X2                 X7                 13.757     0.998
X1                 X4                 X9                 13.198     0.998
X2                 X3                 X5                 13.123     0.998
X3                 X4                 X5                 12.312     0.999
X4                 X7                 X9                 11.940     1
X0                 X6                 X7                 11.849     1
X4                 X5                 X9                 11.778     1
X2                 X7                 X8                 11.666     1
X0                 X3                 X7                 11.502     1
X3                 X7                 X9                 11.465     1
X3                 X5                 X6                 10.973     1
X0                 X3                 X6                 10.844     1
X1                 X3                 X7                 10.657     1
X0                 X4                 X6                 10.574     1
X3                 X6                 X9                 10.539     1
X0                 X3                 X4                 10.463     1
X0                 X2                 X3                 10.447     1
X1                 X3                 X5                 10.382     1
X0                 X7                 X9                 10.081     1
X1                 X6                 X7                 10.034     1
X5                 X8                 X9                  9.953     1
X6                 X8                 X9                  9.875     1
X4                 X6                 X7                  9.773     1
X0                 X4                 X5                  9.624     1
X0                 X6                 X9                  9.464     1
X1                 X3                 X8                  9.390     1
X4                 X5                 X8                  9.160     1
X2                 X7                 X9                  9.032     1
X0                 X4                 X9                  8.899     1
X5                 X6                 X9                  8.76      1
X2                 X5                 X6                  8.645     1
X2                 X4                 X5                  8.543     1
X0                 X3                 X5                  8.351     1
X1                 X6                 X9                  7.895     1
X1                 X2                 X9                  7.822     1
X1                 X5                 X6                  7.775     1
X3                 X6                 X8                  7.754     1
X7                 X8                 X9                  7.622     1
X6                 X7                 X8                  7.603     1
X2                 X3                 X6                  7.545     1
X0                 X2                 X4                  7.539     1
X1                 X3                 X4                  7.445     1
X2                 X5                 X9                  7.123     1
X6                 X7                 X9                  7.027     1
X4                 X7                 X8                  6.961     1
X4                 X8                 X9                  6.848     1
X2                 X6                 X9                  6.815     1
X2                 X3                 X9                  6.737     1
X3                 X4                 X7                  6.260     1
X1                 X3                 X6                  6.210     1
X1                 X3                 X9                  6.167     1
X0                 X5                 X9                  5.928     1
X3                 X4                 X6                  5.618     1
X3                 X5                 X9                  5.551     1
X5                 X6                 X8                  5.083     1
X0                 X2                 X5                  5.058     1
X4                 X6                 X9                  4.790     1
X2                 X8                 X9                  4.739     1
X1                 X4                 X7                  4.307     1
X1                 X2                 X4                  4.256     1
X2                 X4                 X6                  4.233     1
X3                 X4                 X9                  4.228     1
X0                 X5                 X6                  3.933     1
X2                 X5                 X8                  3.720     1
X2                 X3                 X4                  3.140     1
X3                 X4                 X8                  3.138     1
X0                 X4                 X7                  3.035     1
X0                 X2                 X9                  3.024     1
X1                 X2                 X6                  2.894     1
X0                 X3                 X9                  2.821     1
X1                 X4                 X6                  2.810     1
X2                 X6                 X8                  2.802     1
X2                 X4                 X8                  0         1
X2                 X4                 X9                  0         1
X2                 X3                 X8                  0         1
X4                 X6                 X8                  0         1
X1                 X2                 X3                  0         1
X1                 X2                 X5                  0         1
X3                 X8                 X9                  0         1
