Input File: reformatted-data/train/hibachi-res_ExtraTreesClassifier_RandomForestClassifier-s2189_0.290.txt
Computation options used: -p 999 -r 1434513805 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X0                 X2                 X8                 196.732    0.001
X0                 X3                 X8                  81.821    0.001
X0                 X5                 X8                  50.550    0.001
X0                 X7                 X8                  48.510    0.001
X0                 X4                 X8                  48.130    0.001
X0                 X1                 X8                  41.282    0.002
X0                 X6                 X8                  40.384    0.002
X0                 X8                 X9                  40.331    0.002
X3                 X4                 X8                  25.187    0.155
X4                 X8                 X9                  19.040    0.775
X1                 X4                 X5                  17.225    0.9
X1                 X3                 X4                  16.242    0.964
X0                 X4                 X5                  16.069    0.965
X1                 X2                 X6                  15.159    0.99
X5                 X8                 X9                  13.483    0.999
X1                 X2                 X3                  12.626    1
X0                 X4                 X9                  12.421    1
X0                 X1                 X4                  12.074    1
X3                 X5                 X6                  11.625    1
X0                 X4                 X6                  11.52     1
X0                 X5                 X6                  11.430    1
X2                 X3                 X4                  11.295    1
X2                 X4                 X6                  10.887    1
X0                 X3                 X4                  10.815    1
X1                 X7                 X8                  10.725    1
X0                 X5                 X9                  10.636    1
X6                 X8                 X9                  10.581    1
X7                 X8                 X9                  10.454    1
X1                 X7                 X9                  10.378    1
X0                 X6                 X7                   9.877    1
X4                 X5                 X9                   9.865    1
X1                 X5                 X9                   9.762    1
X3                 X7                 X8                   9.442    1
X4                 X7                 X8                   9.415    1
X1                 X2                 X5                   9.321    1
X0                 X4                 X7                   9.243    1
X2                 X8                 X9                   9.227    1
X2                 X6                 X9                   9.172    1
X1                 X5                 X6                   9.084    1
X3                 X5                 X9                   9.061    1
X0                 X2                 X9                   8.970    1
X1                 X4                 X9                   8.903    1
X2                 X4                 X9                   8.797    1
X1                 X4                 X7                   8.742    1
X3                 X4                 X5                   8.574    1
X0                 X2                 X5                   8.490    1
X0                 X5                 X7                   8.336    1
X2                 X5                 X9                   8.261    1
X1                 X6                 X7                   8.252    1
X4                 X5                 X8                   8.082    1
X4                 X7                 X9                   8.073    1
X2                 X5                 X6                   7.881    1
X1                 X2                 X4                   7.755    1
X0                 X2                 X4                   7.712    1
X4                 X6                 X7                   7.334    1
X6                 X7                 X8                   7.256    1
X5                 X7                 X8                   7.122    1
X1                 X3                 X9                   7.100    1
X4                 X5                 X7                   7.040    1
X2                 X7                 X9                   7.022    1
X2                 X3                 X9                   6.920    1
X2                 X4                 X5                   6.855    1
X3                 X6                 X8                   6.796    1
X4                 X5                 X6                   6.716    1
X1                 X2                 X7                   6.655    1
X1                 X5                 X7                   6.519    1
X3                 X4                 X9                   6.420    1
X2                 X4                 X8                   6.310    1
X2                 X7                 X8                   6.277    1
X2                 X3                 X8                   6.273    1
X2                 X3                 X6                   6.249    1
X0                 X1                 X5                   6.157    1
X4                 X6                 X8                   6.020    1
X2                 X4                 X7                   5.951    1
X0                 X3                 X5                   5.891    1
X1                 X8                 X9                   5.789    1
X2                 X3                 X7                   5.764    1
X0                 X2                 X3                   5.753    1
X2                 X3                 X5                   5.703    1
X0                 X1                 X7                   5.611    1
X5                 X6                 X9                   5.488    1
X2                 X5                 X8                   5.451    1
X0                 X7                 X9                   5.356    1
X1                 X4                 X8                   5.293    1
X1                 X6                 X8                   5.117    1
X3                 X4                 X7                   5.014    1
X3                 X7                 X9                   4.974    1
X1                 X2                 X9                   4.955    1
X3                 X8                 X9                   4.754    1
X0                 X3                 X7                   4.407    1
X3                 X5                 X8                   4.313    1
X2                 X5                 X7                   3.874    1
X0                 X1                 X3                   3.792    1
X4                 X6                 X9                   3.654    1
X1                 X3                 X8                   3.560    1
X0                 X2                 X7                   3.479    1
X1                 X3                 X5                   3.421    1
X5                 X6                 X7                   3.345    1
X1                 X5                 X8                   3.293    1
X2                 X6                 X7                   3.110    1
X3                 X5                 X7                   3.048    1
X6                 X7                 X9                   3.029    1
X1                 X2                 X8                   2.990    1
X5                 X6                 X8                   2.964    1
X1                 X6                 X9                   2.784    1
X3                 X6                 X9                   2.746    1
X2                 X6                 X8                   2.716    1
X3                 X6                 X7                   0        1
X3                 X4                 X6                   0        1
X1                 X4                 X6                   0        1
X1                 X3                 X7                   0        1
X1                 X3                 X6                   0        1
X0                 X6                 X9                   0        1
X0                 X3                 X9                   0        1
X5                 X7                 X9                   0        1
X0                 X3                 X6                   0        1
X0                 X2                 X6                   0        1
X0                 X1                 X9                   0        1
X0                 X1                 X6                   0        1
X0                 X1                 X2                   0        1
